arm,sample_id,pair_id,i,j,order,patient,chosen,picked_i
cf_a1,6,19,2787,665,0,1,2787,1
cf_a1,8,19,2787,665,0,1,2787,1
cf_a1,12,19,2787,665,0,1,2787,1
cf_a1,7,19,2787,665,0,1,2787,1
cf_a1,11,19,2787,665,0,1,2787,1
cf_a1,9,19,2787,665,0,1,2787,1
cf_a1,14,19,2787,665,0,1,2787,1
cf_a1,10,19,2787,665,0,1,2787,1
cf_a1,13,19,2787,665,0,1,2787,1
cf_a1,15,19,2787,665,0,1,2787,1
cf_a1,1,19,2787,665,1,1,665,0
cf_a1,16,19,2787,665,0,1,2787,1
cf_a1,18,19,2787,665,0,1,2787,1
cf_a1,17,19,2787,665,0,1,2787,1
cf_a1,0,19,2787,665,1,1,665,0
cf_a1,19,19,2787,665,0,1,2787,1
cf_a1,2,19,2787,665,1,2,2787,1
cf_a1,4,19,2787,665,1,1,665,0
cf_a1,3,19,2787,665,1,1,665,0
cf_a1,6,19,2787,665,1,2,2787,1
cf_a1,5,19,2787,665,1,2,2787,1
cf_a1,7,19,2787,665,1,2,2787,1
cf_a1,8,19,2787,665,1,1,665,0
cf_a1,9,19,2787,665,1,1,665,0
cf_a1,10,19,2787,665,1,2,2787,1
cf_a1,11,19,2787,665,1,2,2787,1
cf_a1,13,19,2787,665,1,2,2787,1
cf_a1,15,19,2787,665,1,1,665,0
cf_a1,14,19,2787,665,1,2,2787,1
cf_a1,12,19,2787,665,1,2,2787,1
cf_a1,16,19,2787,665,1,1,665,0
cf_a1,18,19,2787,665,1,2,2787,1
cf_a1,17,19,2787,665,1,1,665,0
cf_a1,19,19,2787,665,1,2,2787,1
cf_a0,1,19,2787,665,0,2,665,0
cf_a0,0,19,2787,665,0,2,665,0
cf_a0,3,19,2787,665,0,1,2787,1
cf_a0,2,19,2787,665,0,1,2787,1
cf_a0,7,19,2787,665,0,1,2787,1
cf_a0,5,19,2787,665,0,1,2787,1
cf_a0,6,19,2787,665,0,2,665,0
cf_a0,8,19,2787,665,0,1,2787,1
cf_a0,4,19,2787,665,0,1,2787,1
cf_a0,11,19,2787,665,0,1,2787,1
cf_a0,9,19,2787,665,0,2,665,0
cf_a0,12,19,2787,665,0,1,2787,1
cf_a0,10,19,2787,665,0,2,665,0
cf_a0,16,19,2787,665,0,2,665,0
cf_a0,13,19,2787,665,0,2,665,0
cf_a0,14,19,2787,665,0,1,2787,1
cf_a0,15,19,2787,665,0,1,2787,1
cf_a0,18,19,2787,665,0,1,2787,1
cf_a0,2,19,2787,665,1,1,665,0
cf_a0,19,19,2787,665,0,1,2787,1
cf_a0,0,19,2787,665,1,1,665,0
cf_a0,17,19,2787,665,0,1,2787,1
cf_a0,1,19,2787,665,1,1,665,0
cf_a0,3,19,2787,665,1,1,665,0
cf_a0,4,19,2787,665,1,2,2787,1
cf_a0,9,19,2787,665,1,1,665,0
cf_a0,5,19,2787,665,1,1,665,0
cf_a0,6,19,2787,665,1,1,665,0
cf_a0,10,19,2787,665,1,2,2787,1
cf_a0,7,19,2787,665,1,1,665,0
cf_a0,8,19,2787,665,1,1,665,0
cf_a0,12,19,2787,665,1,2,2787,1
cf_a0,11,19,2787,665,1,2,2787,1
cf_a0,17,19,2787,665,1,1,665,0
cf_a0,13,19,2787,665,1,1,665,0
cf_a0,14,19,2787,665,1,2,2787,1
cf_a0,15,19,2787,665,1,1,665,0
cf_a0,16,19,2787,665,1,1,665,0
cf_a0,18,19,2787,665,1,1,665,0
cf_a1,2,20,447,546,0,1,447,1
cf_a1,0,20,447,546,0,1,447,1
cf_a0,19,19,2787,665,1,2,2787,1
cf_a1,1,20,447,546,0,1,447,1
cf_a1,5,20,447,546,0,1,447,1
cf_a1,3,20,447,546,0,1,447,1
cf_a1,4,20,447,546,0,2,546,0
cf_a1,9,20,447,546,0,1,447,1
cf_a1,6,20,447,546,0,2,546,0
cf_a1,7,20,447,546,0,1,447,1
cf_a1,8,20,447,546,0,1,447,1
cf_a1,10,20,447,546,0,2,546,0
cf_a1,13,20,447,546,0,1,447,1
cf_a1,11,20,447,546,0,1,447,1
cf_a1,12,20,447,546,0,1,447,1
cf_a1,14,20,447,546,0,1,447,1
cf_a1,16,20,447,546,0,2,546,0
cf_a1,15,20,447,546,0,2,546,0
cf_a1,17,20,447,546,0,2,546,0
cf_a1,18,20,447,546,0,1,447,1
cf_a1,19,20,447,546,0,1,447,1
cf_a1,2,20,447,546,1,1,546,0
cf_a1,1,20,447,546,1,1,546,0
cf_a1,0,20,447,546,1,1,546,0
cf_a1,5,20,447,546,1,1,546,0
cf_a1,3,20,447,546,1,1,546,0
cf_a1,4,20,447,546,1,2,447,1
cf_a1,7,20,447,546,1,1,546,0
cf_a1,6,20,447,546,1,2,447,1
cf_a1,10,20,447,546,1,1,546,0
cf_a1,8,20,447,546,1,1,546,0
cf_a1,9,20,447,546,1,1,546,0
cf_a1,13,20,447,546,1,1,546,0
cf_a1,12,20,447,546,1,1,546,0
cf_a1,11,20,447,546,1,1,546,0
cf_a1,14,20,447,546,1,1,546,0
cf_a1,16,20,447,546,1,1,546,0
cf_a1,15,20,447,546,1,1,546,0
cf_a1,17,20,447,546,1,1,546,0
cf_a1,18,20,447,546,1,2,447,1
cf_a1,19,20,447,546,1,2,447,1
cf_a0,2,20,447,546,0,2,546,0
cf_a0,0,20,447,546,0,1,447,1
cf_a0,1,20,447,546,0,1,447,1
cf_a0,3,20,447,546,0,1,447,1
cf_a0,6,20,447,546,0,2,546,0
cf_a0,7,20,447,546,0,2,546,0
cf_a0,5,20,447,546,0,1,447,1
cf_a0,8,20,447,546,0,1,447,1
cf_a0,4,20,447,546,0,1,447,1
cf_a0,11,20,447,546,0,2,546,0
cf_a0,10,20,447,546,0,1,447,1
cf_a0,9,20,447,546,0,2,546,0
cf_a0,12,20,447,546,0,1,447,1
cf_a0,14,20,447,546,0,1,447,1
cf_a0,15,20,447,546,0,1,447,1
cf_a0,13,20,447,546,0,2,546,0
cf_a0,17,20,447,546,0,2,546,0
cf_a0,16,20,447,546,0,1,447,1
cf_a0,18,20,447,546,0,1,447,1
cf_a0,19,20,447,546,0,1,447,1
cf_a0,0,20,447,546,1,2,447,1
cf_a0,1,20,447,546,1,1,546,0
cf_a0,3,20,447,546,1,1,546,0
cf_a0,4,20,447,546,1,1,546,0
cf_a0,2,20,447,546,1,1,546,0
cf_a0,5,20,447,546,1,1,546,0
cf_a0,6,20,447,546,1,1,546,0
cf_a0,9,20,447,546,1,1,546,0
cf_a0,12,20,447,546,1,1,546,0
cf_a0,10,20,447,546,1,1,546,0
cf_a0,8,20,447,546,1,1,546,0
cf_a0,11,20,447,546,1,1,546,0
cf_a0,7,20,447,546,1,1,546,0
cf_a0,13,20,447,546,1,1,546,0
cf_a0,14,20,447,546,1,2,447,1
cf_a0,15,20,447,546,1,1,546,0
cf_a0,17,20,447,546,1,1,546,0
cf_a1,0,21,3257,3479,0,1,3257,1
cf_a0,18,20,447,546,1,2,447,1
cf_a0,19,20,447,546,1,2,447,1
cf_a0,16,20,447,546,1,1,546,0
cf_a1,1,21,3257,3479,0,1,3257,1
cf_a1,3,21,3257,3479,0,1,3257,1
cf_a1,2,21,3257,3479,0,1,3257,1
cf_a1,5,21,3257,3479,0,1,3257,1
cf_a1,4,21,3257,3479,0,1,3257,1
cf_a1,6,21,3257,3479,0,1,3257,1
cf_a1,10,21,3257,3479,0,1,3257,1
cf_a1,9,21,3257,3479,0,1,3257,1
cf_a1,7,21,3257,3479,0,1,3257,1
cf_a1,8,21,3257,3479,0,1,3257,1
cf_a1,12,21,3257,3479,0,1,3257,1
cf_a1,11,21,3257,3479,0,1,3257,1
cf_a1,13,21,3257,3479,0,1,3257,1
cf_a1,14,21,3257,3479,0,1,3257,1
cf_a1,16,21,3257,3479,0,1,3257,1
cf_a1,15,21,3257,3479,0,1,3257,1
cf_a1,0,21,3257,3479,1,2,3257,1
cf_a1,17,21,3257,3479,0,1,3257,1
cf_a1,18,21,3257,3479,0,1,3257,1
cf_a1,1,21,3257,3479,1,1,3479,0
cf_a1,19,21,3257,3479,0,1,3257,1
cf_a1,3,21,3257,3479,1,2,3257,1
cf_a1,4,21,3257,3479,1,2,3257,1
cf_a1,2,21,3257,3479,1,2,3257,1
cf_a1,6,21,3257,3479,1,2,3257,1
cf_a1,7,21,3257,3479,1,1,3479,0
cf_a1,5,21,3257,3479,1,1,3479,0
cf_a1,8,21,3257,3479,1,1,3479,0
cf_a1,9,21,3257,3479,1,2,3257,1
cf_a1,11,21,3257,3479,1,2,3257,1
cf_a1,13,21,3257,3479,1,1,3479,0
cf_a1,12,21,3257,3479,1,1,3479,0
cf_a1,10,21,3257,3479,1,1,3479,0
cf_a1,14,21,3257,3479,1,1,3479,0
cf_a1,15,21,3257,3479,1,2,3257,1
cf_a1,18,21,3257,3479,1,1,3479,0
cf_a0,0,21,3257,3479,0,2,3479,0
cf_a0,3,21,3257,3479,0,2,3479,0
cf_a1,16,21,3257,3479,1,1,3479,0
cf_a1,19,21,3257,3479,1,1,3479,0
cf_a1,17,21,3257,3479,1,1,3479,0
cf_a0,1,21,3257,3479,0,2,3479,0
cf_a0,2,21,3257,3479,0,2,3479,0
cf_a0,5,21,3257,3479,0,2,3479,0
cf_a0,6,21,3257,3479,0,2,3479,0
cf_a0,4,21,3257,3479,0,1,3257,1
cf_a0,11,21,3257,3479,0,2,3479,0
cf_a0,9,21,3257,3479,0,1,3257,1
cf_a0,7,21,3257,3479,0,1,3257,1
cf_a0,10,21,3257,3479,0,1,3257,1
cf_a0,8,21,3257,3479,0,1,3257,1
cf_a0,12,21,3257,3479,0,2,3479,0
cf_a0,13,21,3257,3479,0,1,3257,1
cf_a0,16,21,3257,3479,0,1,3257,1
cf_a0,14,21,3257,3479,0,2,3479,0
cf_a0,17,21,3257,3479,0,2,3479,0
cf_a0,18,21,3257,3479,0,1,3257,1
cf_a0,19,21,3257,3479,0,1,3257,1
cf_a0,1,21,3257,3479,1,1,3479,0
cf_a0,15,21,3257,3479,0,1,3257,1
cf_a0,3,21,3257,3479,1,1,3479,0
cf_a0,0,21,3257,3479,1,1,3479,0
cf_a0,2,21,3257,3479,1,1,3479,0
cf_a0,4,21,3257,3479,1,2,3257,1
cf_a0,6,21,3257,3479,1,2,3257,1
cf_a0,5,21,3257,3479,1,1,3479,0
cf_a0,9,21,3257,3479,1,2,3257,1
cf_a0,12,21,3257,3479,1,2,3257,1
cf_a0,8,21,3257,3479,1,2,3257,1
cf_a0,7,21,3257,3479,1,1,3479,0
cf_a0,11,21,3257,3479,1,1,3479,0
cf_a0,10,21,3257,3479,1,2,3257,1
cf_a0,14,21,3257,3479,1,1,3479,0
cf_a0,17,21,3257,3479,1,1,3479,0
cf_a0,13,21,3257,3479,1,1,3479,0
cf_a0,16,21,3257,3479,1,2,3257,1
cf_a0,15,21,3257,3479,1,1,3479,0
cf_a0,18,21,3257,3479,1,1,3479,0
cf_a0,19,21,3257,3479,1,1,3479,0
cf_a1,1,22,1563,3293,0,1,1563,1
cf_a1,0,22,1563,3293,0,1,1563,1
cf_a1,2,22,1563,3293,0,1,1563,1
cf_a1,3,22,1563,3293,0,1,1563,1
cf_a1,4,22,1563,3293,0,1,1563,1
cf_a1,5,22,1563,3293,0,1,1563,1
cf_a1,7,22,1563,3293,0,1,1563,1
cf_a1,8,22,1563,3293,0,1,1563,1
cf_a1,6,22,1563,3293,0,1,1563,1
cf_a1,10,22,1563,3293,0,1,1563,1
cf_a1,9,22,1563,3293,0,1,1563,1
cf_a1,11,22,1563,3293,0,1,1563,1
cf_a1,12,22,1563,3293,0,1,1563,1
cf_a1,14,22,1563,3293,0,1,1563,1
cf_a1,15,22,1563,3293,0,1,1563,1
cf_a1,13,22,1563,3293,0,1,1563,1
cf_a1,16,22,1563,3293,0,1,1563,1
cf_a1,18,22,1563,3293,0,1,1563,1
cf_a1,17,22,1563,3293,0,1,1563,1
cf_a1,0,22,1563,3293,1,2,1563,1
cf_a1,19,22,1563,3293,0,1,1563,1
cf_a1,1,22,1563,3293,1,2,1563,1
cf_a1,4,22,1563,3293,1,2,1563,1
cf_a1,3,22,1563,3293,1,2,1563,1
cf_a1,2,22,1563,3293,1,2,1563,1
cf_a1,5,22,1563,3293,1,2,1563,1
cf_a1,8,22,1563,3293,1,2,1563,1
cf_a1,6,22,1563,3293,1,1,3293,0
cf_a1,7,22,1563,3293,1,2,1563,1
cf_a1,9,22,1563,3293,1,2,1563,1
cf_a1,13,22,1563,3293,1,2,1563,1
cf_a1,11,22,1563,3293,1,2,1563,1
cf_a1,12,22,1563,3293,1,2,1563,1
cf_a1,10,22,1563,3293,1,2,1563,1
cf_a1,14,22,1563,3293,1,2,1563,1
cf_a1,15,22,1563,3293,1,2,1563,1
cf_a1,16,22,1563,3293,1,2,1563,1
cf_a1,17,22,1563,3293,1,2,1563,1
cf_a1,19,22,1563,3293,1,2,1563,1
cf_a1,18,22,1563,3293,1,2,1563,1
cf_a0,3,22,1563,3293,0,1,1563,1
cf_a0,1,22,1563,3293,0,1,1563,1
cf_a0,2,22,1563,3293,0,1,1563,1
cf_a0,5,22,1563,3293,0,2,3293,0
cf_a0,0,22,1563,3293,0,1,1563,1
cf_a0,4,22,1563,3293,0,1,1563,1
cf_a0,6,22,1563,3293,0,1,1563,1
cf_a0,7,22,1563,3293,0,1,1563,1
cf_a0,9,22,1563,3293,0,1,1563,1
cf_a0,8,22,1563,3293,0,2,3293,0
cf_a0,12,22,1563,3293,0,1,1563,1
cf_a0,10,22,1563,3293,0,1,1563,1
cf_a0,13,22,1563,3293,0,1,1563,1
cf_a0,14,22,1563,3293,0,1,1563,1
cf_a0,11,22,1563,3293,0,1,1563,1
cf_a0,15,22,1563,3293,0,2,3293,0
cf_a0,17,22,1563,3293,0,1,1563,1
cf_a0,16,22,1563,3293,0,1,1563,1
cf_a0,18,22,1563,3293,0,1,1563,1
cf_a0,19,22,1563,3293,0,1,1563,1
cf_a0,4,22,1563,3293,1,1,3293,0
cf_a0,1,22,1563,3293,1,1,3293,0
cf_a0,0,22,1563,3293,1,1,3293,0
cf_a0,3,22,1563,3293,1,1,3293,0
cf_a0,2,22,1563,3293,1,2,1563,1
cf_a0,5,22,1563,3293,1,1,3293,0
cf_a0,6,22,1563,3293,1,2,1563,1
cf_a0,7,22,1563,3293,1,2,1563,1
cf_a0,9,22,1563,3293,1,1,3293,0
cf_a0,8,22,1563,3293,1,2,1563,1
cf_a0,12,22,1563,3293,1,2,1563,1
cf_a0,10,22,1563,3293,1,2,1563,1
cf_a0,13,22,1563,3293,1,1,3293,0
cf_a0,11,22,1563,3293,1,1,3293,0
cf_a0,14,22,1563,3293,1,1,3293,0
cf_a0,17,22,1563,3293,1,2,1563,1
cf_a0,16,22,1563,3293,1,2,1563,1
cf_a0,18,22,1563,3293,1,2,1563,1
cf_a0,15,22,1563,3293,1,2,1563,1
cf_a0,19,22,1563,3293,1,1,3293,0
cf_a1,2,23,3636,1253,0,1,3636,1
cf_a1,0,23,3636,1253,0,1,3636,1
cf_a1,1,23,3636,1253,0,1,3636,1
cf_a1,5,23,3636,1253,0,1,3636,1
cf_a1,4,23,3636,1253,0,1,3636,1
cf_a1,3,23,3636,1253,0,1,3636,1
cf_a1,10,23,3636,1253,0,1,3636,1
cf_a1,7,23,3636,1253,0,1,3636,1
cf_a1,6,23,3636,1253,0,1,3636,1
cf_a1,8,23,3636,1253,0,1,3636,1
cf_a1,9,23,3636,1253,0,1,3636,1
cf_a1,14,23,3636,1253,0,1,3636,1
cf_a1,15,23,3636,1253,0,1,3636,1
cf_a1,13,23,3636,1253,0,1,3636,1
cf_a1,18,23,3636,1253,0,1,3636,1
cf_a1,11,23,3636,1253,0,1,3636,1
cf_a1,16,23,3636,1253,0,1,3636,1
cf_a1,12,23,3636,1253,0,1,3636,1
cf_a1,17,23,3636,1253,0,1,3636,1
cf_a1,0,23,3636,1253,1,2,3636,1
cf_a1,3,23,3636,1253,1,1,1253,0
cf_a1,19,23,3636,1253,0,1,3636,1
cf_a1,1,23,3636,1253,1,2,3636,1
cf_a1,2,23,3636,1253,1,2,3636,1
cf_a1,4,23,3636,1253,1,1,1253,0
cf_a1,5,23,3636,1253,1,1,1253,0
cf_a1,6,23,3636,1253,1,1,1253,0
cf_a1,7,23,3636,1253,1,2,3636,1
cf_a1,9,23,3636,1253,1,2,3636,1
cf_a1,8,23,3636,1253,1,1,1253,0
cf_a1,10,23,3636,1253,1,2,3636,1
cf_a1,12,23,3636,1253,1,1,1253,0
cf_a1,13,23,3636,1253,1,2,3636,1
cf_a1,14,23,3636,1253,1,1,1253,0
cf_a1,11,23,3636,1253,1,2,3636,1
cf_a1,15,23,3636,1253,1,2,3636,1
cf_a1,17,23,3636,1253,1,2,3636,1
cf_a1,18,23,3636,1253,1,2,3636,1
cf_a0,1,23,3636,1253,0,1,3636,1
cf_a0,2,23,3636,1253,0,1,3636,1
cf_a1,16,23,3636,1253,1,2,3636,1
cf_a0,0,23,3636,1253,0,1,3636,1
cf_a1,19,23,3636,1253,1,2,3636,1
cf_a0,3,23,3636,1253,0,1,3636,1
cf_a0,4,23,3636,1253,0,1,3636,1
cf_a0,6,23,3636,1253,0,1,3636,1
cf_a0,8,23,3636,1253,0,1,3636,1
cf_a0,5,23,3636,1253,0,1,3636,1
cf_a0,7,23,3636,1253,0,2,1253,0
cf_a0,9,23,3636,1253,0,1,3636,1
cf_a0,10,23,3636,1253,0,1,3636,1
cf_a0,11,23,3636,1253,0,1,3636,1
cf_a0,12,23,3636,1253,0,1,3636,1
cf_a0,17,23,3636,1253,0,1,3636,1
cf_a0,14,23,3636,1253,0,1,3636,1
cf_a0,18,23,3636,1253,0,1,3636,1
cf_a0,13,23,3636,1253,0,1,3636,1
cf_a0,15,23,3636,1253,0,1,3636,1
cf_a0,16,23,3636,1253,0,1,3636,1
cf_a0,19,23,3636,1253,0,1,3636,1
cf_a0,0,23,3636,1253,1,1,1253,0
cf_a0,1,23,3636,1253,1,2,3636,1
cf_a0,3,23,3636,1253,1,1,1253,0
cf_a0,6,23,3636,1253,1,1,1253,0
cf_a0,2,23,3636,1253,1,2,3636,1
cf_a0,5,23,3636,1253,1,1,1253,0
cf_a0,4,23,3636,1253,1,2,3636,1
cf_a0,7,23,3636,1253,1,2,3636,1
cf_a0,8,23,3636,1253,1,1,1253,0
cf_a0,9,23,3636,1253,1,1,1253,0
cf_a0,11,23,3636,1253,1,1,1253,0
cf_a0,10,23,3636,1253,1,1,1253,0
cf_a0,12,23,3636,1253,1,1,1253,0
cf_a0,13,23,3636,1253,1,1,1253,0
cf_a0,16,23,3636,1253,1,1,1253,0
cf_a0,14,23,3636,1253,1,2,3636,1
cf_a0,15,23,3636,1253,1,1,1253,0
cf_a0,17,23,3636,1253,1,1,1253,0
cf_a1,0,24,1533,3021,0,2,3021,0
cf_a1,1,24,1533,3021,0,1,1533,1
cf_a0,18,23,3636,1253,1,2,3636,1
cf_a0,19,23,3636,1253,1,1,1253,0
cf_a1,2,24,1533,3021,0,1,1533,1
cf_a1,5,24,1533,3021,0,1,1533,1
cf_a1,3,24,1533,3021,0,1,1533,1
cf_a1,4,24,1533,3021,0,1,1533,1
cf_a1,8,24,1533,3021,0,1,1533,1
cf_a1,9,24,1533,3021,0,2,3021,0
cf_a1,7,24,1533,3021,0,1,1533,1
cf_a1,6,24,1533,3021,0,2,3021,0
cf_a1,12,24,1533,3021,0,1,1533,1
cf_a1,11,24,1533,3021,0,1,1533,1
cf_a1,13,24,1533,3021,0,2,3021,0
cf_a1,10,24,1533,3021,0,1,1533,1
cf_a1,15,24,1533,3021,0,2,3021,0
cf_a1,16,24,1533,3021,0,1,1533,1
cf_a1,14,24,1533,3021,0,1,1533,1
cf_a1,18,24,1533,3021,0,1,1533,1
cf_a1,17,24,1533,3021,0,1,1533,1
cf_a1,19,24,1533,3021,0,1,1533,1
cf_a1,1,24,1533,3021,1,1,3021,0
cf_a1,2,24,1533,3021,1,2,1533,1
cf_a1,0,24,1533,3021,1,1,3021,0
cf_a1,3,24,1533,3021,1,1,3021,0
cf_a1,6,24,1533,3021,1,2,1533,1
cf_a1,7,24,1533,3021,1,1,3021,0
cf_a1,4,24,1533,3021,1,1,3021,0
cf_a1,8,24,1533,3021,1,2,1533,1
cf_a1,5,24,1533,3021,1,1,3021,0
cf_a1,10,24,1533,3021,1,1,3021,0
cf_a1,9,24,1533,3021,1,1,3021,0
cf_a1,12,24,1533,3021,1,1,3021,0
cf_a1,18,24,1533,3021,1,1,3021,0
cf_a1,14,24,1533,3021,1,1,3021,0
cf_a1,11,24,1533,3021,1,1,3021,0
cf_a1,13,24,1533,3021,1,1,3021,0
cf_a1,15,24,1533,3021,1,1,3021,0
cf_a1,16,24,1533,3021,1,1,3021,0
cf_a1,17,24,1533,3021,1,1,3021,0
cf_a1,19,24,1533,3021,1,1,3021,0
cf_a0,2,24,1533,3021,0,2,3021,0
cf_a0,1,24,1533,3021,0,2,3021,0
cf_a0,0,24,1533,3021,0,2,3021,0
cf_a0,5,24,1533,3021,0,1,1533,1
cf_a0,4,24,1533,3021,0,1,1533,1
cf_a0,3,24,1533,3021,0,1,1533,1
cf_a0,7,24,1533,3021,0,2,3021,0
cf_a0,6,24,1533,3021,0,1,1533,1
cf_a0,10,24,1533,3021,0,2,3021,0
cf_a0,13,24,1533,3021,0,2,3021,0
cf_a0,9,24,1533,3021,0,1,1533,1
cf_a0,12,24,1533,3021,0,2,3021,0
cf_a0,8,24,1533,3021,0,2,3021,0
cf_a0,11,24,1533,3021,0,1,1533,1
cf_a0,16,24,1533,3021,0,2,3021,0
cf_a0,15,24,1533,3021,0,2,3021,0
cf_a0,14,24,1533,3021,0,2,3021,0
cf_a0,19,24,1533,3021,0,2,3021,0
cf_a0,17,24,1533,3021,0,2,3021,0
cf_a0,18,24,1533,3021,0,2,3021,0
cf_a0,1,24,1533,3021,1,1,3021,0
cf_a0,3,24,1533,3021,1,1,3021,0
cf_a0,0,24,1533,3021,1,1,3021,0
cf_a0,2,24,1533,3021,1,1,3021,0
cf_a0,4,24,1533,3021,1,1,3021,0
cf_a0,5,24,1533,3021,1,2,1533,1
cf_a0,7,24,1533,3021,1,1,3021,0
cf_a0,10,24,1533,3021,1,1,3021,0
cf_a0,6,24,1533,3021,1,1,3021,0
cf_a0,9,24,1533,3021,1,1,3021,0
cf_a0,8,24,1533,3021,1,1,3021,0
cf_a0,11,24,1533,3021,1,1,3021,0
cf_a0,15,24,1533,3021,1,1,3021,0
cf_a0,14,24,1533,3021,1,2,1533,1
cf_a0,13,24,1533,3021,1,1,3021,0
cf_a0,17,24,1533,3021,1,1,3021,0
cf_a0,12,24,1533,3021,1,1,3021,0
cf_a0,16,24,1533,3021,1,1,3021,0
cf_a0,18,24,1533,3021,1,1,3021,0
cf_a0,19,24,1533,3021,1,1,3021,0
cf_a1,0,25,1016,667,0,2,667,0
cf_a1,3,25,1016,667,0,2,667,0
cf_a1,1,25,1016,667,0,1,1016,1
cf_a1,4,25,1016,667,0,1,1016,1
cf_a1,2,25,1016,667,0,1,1016,1
cf_a1,5,25,1016,667,0,1,1016,1
cf_a1,6,25,1016,667,0,2,667,0
cf_a1,11,25,1016,667,0,2,667,0
cf_a1,7,25,1016,667,0,2,667,0
cf_a1,10,25,1016,667,0,2,667,0
cf_a1,9,25,1016,667,0,1,1016,1
cf_a1,8,25,1016,667,0,1,1016,1
cf_a1,12,25,1016,667,0,2,667,0
cf_a1,13,25,1016,667,0,2,667,0
cf_a1,14,25,1016,667,0,2,667,0
cf_a1,15,25,1016,667,0,1,1016,1
cf_a1,17,25,1016,667,0,2,667,0
cf_a1,18,25,1016,667,0,2,667,0
cf_a1,16,25,1016,667,0,2,667,0
cf_a1,19,25,1016,667,0,1,1016,1
cf_a1,4,25,1016,667,1,1,667,0
cf_a1,0,25,1016,667,1,1,667,0
cf_a1,5,25,1016,667,1,1,667,0
cf_a1,2,25,1016,667,1,1,667,0
cf_a1,1,25,1016,667,1,1,667,0
cf_a1,3,25,1016,667,1,1,667,0
cf_a1,6,25,1016,667,1,1,667,0
cf_a1,7,25,1016,667,1,1,667,0
cf_a1,11,25,1016,667,1,2,1016,1
cf_a1,8,25,1016,667,1,1,667,0
cf_a1,9,25,1016,667,1,1,667,0
cf_a1,10,25,1016,667,1,1,667,0
cf_a1,12,25,1016,667,1,1,667,0
cf_a1,13,25,1016,667,1,1,667,0
cf_a1,14,25,1016,667,1,1,667,0
cf_a1,15,25,1016,667,1,1,667,0
cf_a1,16,25,1016,667,1,2,1016,1
cf_a1,17,25,1016,667,1,2,1016,1
cf_a1,18,25,1016,667,1,1,667,0
cf_a1,19,25,1016,667,1,2,1016,1
cf_a0,2,25,1016,667,0,2,667,0
cf_a0,0,25,1016,667,0,2,667,0
cf_a0,1,25,1016,667,0,2,667,0
cf_a0,3,25,1016,667,0,2,667,0
cf_a0,4,25,1016,667,0,1,1016,1
cf_a0,7,25,1016,667,0,1,1016,1
cf_a0,5,25,1016,667,0,1,1016,1
cf_a0,6,25,1016,667,0,2,667,0
cf_a0,8,25,1016,667,0,1,1016,1
cf_a0,9,25,1016,667,0,2,667,0
cf_a0,11,25,1016,667,0,1,1016,1
cf_a0,10,25,1016,667,0,2,667,0
cf_a0,13,25,1016,667,0,2,667,0
cf_a0,12,25,1016,667,0,2,667,0
cf_a0,15,25,1016,667,0,1,1016,1
cf_a0,14,25,1016,667,0,2,667,0
cf_a0,16,25,1016,667,0,1,1016,1
cf_a0,17,25,1016,667,0,2,667,0
cf_a0,1,25,1016,667,1,1,667,0
cf_a0,18,25,1016,667,0,2,667,0
cf_a0,19,25,1016,667,0,2,667,0
cf_a0,0,25,1016,667,1,1,667,0
cf_a0,2,25,1016,667,1,1,667,0
cf_a0,4,25,1016,667,1,2,1016,1
cf_a0,3,25,1016,667,1,1,667,0
cf_a0,5,25,1016,667,1,1,667,0
cf_a0,6,25,1016,667,1,1,667,0
cf_a0,7,25,1016,667,1,1,667,0
cf_a0,8,25,1016,667,1,1,667,0
cf_a0,9,25,1016,667,1,1,667,0
cf_a0,12,25,1016,667,1,1,667,0
cf_a0,11,25,1016,667,1,1,667,0
cf_a0,10,25,1016,667,1,1,667,0
cf_a0,14,25,1016,667,1,2,1016,1
cf_a0,15,25,1016,667,1,1,667,0
cf_a0,13,25,1016,667,1,1,667,0
cf_a0,16,25,1016,667,1,1,667,0
cf_a0,17,25,1016,667,1,1,667,0
cf_a0,18,25,1016,667,1,1,667,0
cf_a0,19,25,1016,667,1,2,1016,1
cf_a1,0,26,2900,2655,0,1,2900,1
cf_a1,2,26,2900,2655,0,1,2900,1
cf_a1,4,26,2900,2655,0,1,2900,1
cf_a1,1,26,2900,2655,0,1,2900,1
cf_a1,3,26,2900,2655,0,1,2900,1
cf_a1,6,26,2900,2655,0,1,2900,1
cf_a1,5,26,2900,2655,0,1,2900,1
cf_a1,7,26,2900,2655,0,1,2900,1
cf_a1,8,26,2900,2655,0,1,2900,1
cf_a1,10,26,2900,2655,0,1,2900,1
cf_a1,9,26,2900,2655,0,1,2900,1
cf_a1,11,26,2900,2655,0,1,2900,1
cf_a1,12,26,2900,2655,0,1,2900,1
cf_a1,13,26,2900,2655,0,1,2900,1
cf_a1,14,26,2900,2655,0,1,2900,1
cf_a1,15,26,2900,2655,0,1,2900,1
cf_a1,16,26,2900,2655,0,1,2900,1
cf_a1,18,26,2900,2655,0,1,2900,1
cf_a1,17,26,2900,2655,0,1,2900,1
cf_a1,1,26,2900,2655,1,2,2900,1
cf_a1,19,26,2900,2655,0,1,2900,1
cf_a1,0,26,2900,2655,1,2,2900,1
cf_a1,3,26,2900,2655,1,2,2900,1
cf_a1,2,26,2900,2655,1,2,2900,1
